Excell_order,remark,accession_L,segment_L,accession_S,segment_S,IV_passages,host,country,admin1,location,latitude-old,longitude-old,latitude,longitude,is_same,precision,source,reference,comment_1,comment_2,duplicate_excluded,non_suitable_strain_excluded,kept_in_L_aln,kept_in_S_aln
624,,,,KM822072,KM822072|LASV969_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
625,,KM822073,KM822073|LASV971_NIG_2009|Human|Nigeria|2009,KM822074,KM822074|LASV971_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
626,,KM822075,KM822075|LASV975_NIG_2009|Human|Nigeria|2009,KM822076,KM822076|LASV975_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
627,,KM822077,KM822077|LASV976_NIG_2009|Human|Nigeria|2009,KM822078,KM822078|LASV976_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
628,,KM822079,KM822079|LASV977_NIG_2009|Human|Nigeria|2009,KM822080,KM822080|LASV977_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
629,,KM822081,KM822081|LASV978_NIG_2009|Human|Nigeria|2009,KM822082,KM822082|LASV978_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
630,,KM822083,KM822083|LASV979_NIG_2009|Human|Nigeria|2009,KM822084,KM822084|LASV979_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
631,,KM822085,KM822085|LASV981_NIG_2009|Human|Nigeria|2009,KM822086,KM822086|LASV981_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
632,,KM822087,KM822087|LASV982_NIG_2009|Human|Nigeria|2009,KM822088,KM822088|LASV982_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
633,,,,KM822089,KM822089|LASV988_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
634,,KM822090,KM822090|LASV989_NIG_2009|Human|Nigeria|2009,KM822091,KM822091|LASV989_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
635,,KM822092,KM822092|LASV990_NIG_2009|Human|Nigeria|2009,KM822093,KM822093|LASV990_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
636,,KM822094,KM822094|LASV991_NIG_2009|Human|Nigeria|2009,KM822095,KM822095|LASV991_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
637,,KM822096,KM822096|LASV992_NIG_2009|Human|Nigeria|2009,KM822097,KM822097|LASV992_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
638,,KM822098,KM822098|LASV993_NIG_2009|Human|Nigeria|2009,KM822099,KM822099|LASV993_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
639,,KM822100,KM822100|LASV1000_NIG_2009|Human|Nigeria|2009,KM822101,KM822101|LASV1000_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
640,,KM822102,KM822102|LASV1008_NIG_2009|Human|Nigeria|2009,KM822103,KM822103|LASV1008_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
641,,KM822104,KM822104|LASV1011_NIG_2009|Human|Nigeria|2009,KM822105,KM822105|LASV1011_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
642,,KM822106,KM822106|LASV1015_NIG_2009|Human|Nigeria|2009,KM822107,KM822107|LASV1015_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
643,,KM822108,KM822108|LASV1016_NIG_2009|Human|Nigeria|2009,KM822109,KM822109|LASV1016_NIG_2009|Human|Nigeria|2009,0,,NGA,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
644,,KM822127,pinneo_NGA-Borno_Lassa_LS_1969,KM822128,pinneo_NGA-Borno_Lassa_LS_1969,,,NGA,Borno,Lassa,10.686987,13.272643,10.686987,13.272643,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
645,L < 500 nt,KP688321,KP688321|Eguare-Egoro_88|Mouse|Nigeria|2011-03-22,KP640562,KP640562|Eguare-Egoro 88|Mastomys natalensis|Nigeria|2011-3-22,0,Mastomys_natalensis,NGA,Edo,Eguare-Egoro,6.775093,6.077512,6.775093,6.077512,,city_wikimapia.org,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
646,L < 500 nt,KP688322,KP688322|Eguare-Egoro_97|Mouse|Nigeria|2011-03-22,KP640563,KP640563|Eguare-Egoro_97|Mouse|Nigeria|2011-03-22,0,Mastomys_natalensis,NGA,Edo,Eguare-Egoro,6.775093,6.077512,6.775093,6.077512,,city_wikimapia.org,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
647,L < 500 nt,KP688323,KP688323|Eguare-Egoro_106|Mouse|Nigeria|2011-03-23,KP640564,KP640564|Eguare-Egoro 106|Mastomys natalensis|Nigeria|2011-3-23,0,Mastomys_natalensis,NGA,Edo,Eguare-Egoro,6.775093,6.077512,6.775093,6.077512,,city_wikimapia.org,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
648,L < 500 nt,KP688324,KP688324|Eguare-Egoro_109|Mouse|Nigeria|2011-03-23,KP640565,KP640565|Eguare-Egoro 109|Mastomys natalensis|Nigeria|2011-3-23,0,Mastomys_natalensis,NGA,Edo,Eguare-Egoro,6.775093,6.077512,6.775093,6.077512,,city_wikimapia.org,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
649,L < 500 nt,KP688325,KP688325|Eguare-Egoro_240|Mouse|Nigeria|2011-10-17,KP640566,KP640566|Eguare-Egoro 240|Mastomys natalensis|Nigeria|2011-10-17,0,Mastomys_natalensis,NGA,Edo,Eguare-Egoro,6.775093,6.077512,6.775093,6.077512,,city_wikimapia.org,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
650,L < 500 nt,KP688326,KP688326|Eguare-Egoro_271|Mouse|Nigeria|2011-10-19,KP640567,KP640567|Eguare-Egoro_271|Mouse|Nigeria|2011-10-19,0,Mastomys_natalensis,NGA,Edo,Eguare-Egoro,6.775093,6.077512,6.775093,6.077512,,city_wikimapia.org,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
651,L < 500 nt,KP688327,KP688327|Ekpoma_447|Mouse|Nigeria|2012-03-26,KP640568,KP640568|Ekpoma 447|Mastomys natalensis|Nigeria|2012-3-26,0,Mastomys_natalensis,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
652,L < 500 nt,KP688328,KP688328|Ekpoma_508|Mouse|Nigeria|2012-10-18,KP640569,KP640569|Ekpoma 508|Mastomys natalensis|Nigeria|2012-10-18,0,Mastomys_natalensis,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
653,L < 500 nt,KP688329,KP688329|Ekpoma_512|Mouse|Nigeria|2012-10-18,KP640570,KP640570|Ekpoma 512|Mastomys natalensis|Nigeria|2012-10-18,0,Mastomys_natalensis,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
654,L < 500 nt,KP688330,KP688330|Ekpoma_518|Mouse|Nigeria|2012-10-18,KP640571,KP640571|Ekpoma 518|Mastomys natalensis|Nigeria|2012-10-18,0,Mastomys_natalensis,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
655,L < 500 nt,KP688331,KP688331|Ekpoma_521|Mouse|Nigeria|2012-10-18,KP640572,KP640572|Ekpoma 521|Mastomys natalensis|Nigeria|2012-10-18,0,Mastomys_natalensis,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
656,L < 500 nt,KP688332,KP688332|Ekpoma_539|Mouse|Nigeria|2012-10-18,KP640573,KP640573|Ekpoma 539|Mastomys natalensis|Nigeria|2012-10-18,0,Mastomys_natalensis,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
657,L < 500 nt,KP688333,KP688333|Ekpoma_549|Mouse|Nigeria|2012-10-18,KP640574,KP640574|Ekpoma 549|Mastomys natalensis|Nigeria|2012-10-18,0,Mastomys_natalensis,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
658,L < 500 nt,KP688334,KP688334|Ekpoma_555|Mouse|Nigeria|2012-10-18,KP640575,KP640575|Ekpoma 555|Mastomys natalensis|Nigeria|2012-10-18,0,Mastomys_natalensis,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
659,L < 500 nt,KP688335,KP688335|Ekpoma_601|Mouse|Nigeria|2012-10-21,KP640576,KP640576|Ekpoma 601|Mastomys natalensis|Nigeria|2012-10-21,0,Mastomys_natalensis,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,10.3201/eid2204.150155,Olayemi et al. 2016. Emerg. Infect. Dis.,,,0,0,0,
660,,KT992432,ONM-299_NGA-Benue_COORDINATES_Me_2011-10-23,KT992422,ONM-299_NGA-Benue_COORDINATES_Me_2011-10-23,,,NGA,Benue,COORDINATES,7.6333,8.4,7.6333,8.4,,known_coords,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
661,,KT992433,ONM-314_NGA-Benue_COORDINATES_Me_2011-10-24,KT992423,ONM-314_NGA-Benue_COORDINATES_Me_2011-10-24,,,NGA,Benue,COORDINATES,7.6333,8.4,7.6333,8.4,,known_coords,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
662,,KT992434,ONM-700_NGA-Benue_COORDINATES_Me_2012-10-29,KT992424,ONM-700_NGA-Benue_COORDINATES_Me_2012-10-29,,,NGA,Benue,COORDINATES,7.6333,8.4,7.6333,8.4,,known_coords,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
663,,KT992435,Kak-428_NGA-Osun_COORDINATES_Hp_2012-03-15,KT992425,Kak-428_NGA-Osun_COORDINATES_Hp_2012-03-15,,,NGA,Osun,COORDINATES,7.6833,4.6167,7.6833,4.6167,,known_coords,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
664,L < 500 nt,KT992440,OSPMH86_NGA-Osun_COORDINATES_Hp_2008-10,KT992436,OSPMH86_NGA-Osun_COORDINATES_Hp_2008-10,,,NGA,Osun,COORDINATES,7.6833,4.6167,7.6833,4.6167,,known_coords,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,0,
665,L < 500 nt,KT992441,OSPMH89_NGA-Osun_COORDINATES_Hp_2008-10,KT992437,OSPMH89_NGA-Osun_COORDINATES_Hp_2008-10,,,NGA,Osun,COORDINATES,7.6833,4.6167,7.6833,4.6167,,known_coords,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,0,
666,L < 500 nt,KT992442,OSPMH123_NGA-Osun_COORDINATES_Hp_2009-03,KT992438,OSPMH123_NGA-Osun_COORDINATES_Hp_2009-03,,,NGA,Osun,COORDINATES,7.6833,4.6167,7.6833,4.6167,,known_coords,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,0,
667,L < 500 nt,KT992443,OSPMH124_NGA-Osun_COORDINATES_Hp_2009-03,KT992439,OSPMH124_NGA-Osun_COORDINATES_Hp_2009-03,,,NGA,Osun,COORDINATES,7.6833,4.6167,7.6833,4.6167,,known_coords,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,0,
668,,KU978812,KU978812|NIGERIA IKEJI|Human|NIG|1989-01-01,KU978811,KU978811|NIGERIA IKEJI|Human|NIG|1989-01-01,,Homo_sapiens,NGA,,,,,,,NO,country,,Rossi et al. unpublished,,,0,0,,
669,,LASV|NGA|2019|IRR_0001|2019-01-15,LASV|NGA|2019|IRR_0001|2019-01-15,LASV|NGA|2019|IRR_0001|2019-01-15,LASV|NGA|2019|IRR_0001|2019-01-15,,Homo_sapiens,NGA,Edo,Jattu,7.083333,6.283333,7.083333,6.283333,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
670,,LASV|NGA|2019|IRR_0002|2019-01-16,LASV|NGA|2019|IRR_0002|2019-01-16,LASV|NGA|2019|IRR_0002|2019-01-16,LASV|NGA|2019|IRR_0002|2019-01-16,,Homo_sapiens,NGA,Edo,Okpella,7.272099,6.346321,7.272099,6.346321,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
671,,LASV|NGA|2019|IRR_0003|2019-01-15,LASV|NGA|2019|IRR_0003|2019-01-15,LASV|NGA|2019|IRR_0003|2019-01-15,LASV|NGA|2019|IRR_0003|2019-01-15,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
672,,LASV|NGA|2019|IRR_0004|2019-01-17,LASV|NGA|2019|IRR_0004|2019-01-17,LASV|NGA|2019|IRR_0004|2019-01-17,LASV|NGA|2019|IRR_0004|2019-01-17,,Homo_sapiens,NGA,Ondo,Ifon,6.926767,5.773787,6.926767,5.773787,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
673,,LASV|NGA|2019|IRR_0005|2019-01-18,LASV|NGA|2019|IRR_0005|2019-01-18,LASV|NGA|2019|IRR_0005|2019-01-18,LASV|NGA|2019|IRR_0005|2019-01-18,,Homo_sapiens,NGA,Edo,Auchi,7.066667,6.266667,7.066667,6.266667,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
674,,LASV|NGA|2019|IRR_0006|2019-01-20,LASV|NGA|2019|IRR_0006|2019-01-20,LASV|NGA|2019|IRR_0006|2019-01-20,LASV|NGA|2019|IRR_0006|2019-01-20,,Homo_sapiens,NGA,Edo,Iruekpen,6.754196,6.054167,6.754196,6.054167,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
675,,LASV|NGA|2019|IRR_0008|2019-01-20,LASV|NGA|2019|IRR_0008|2019-01-20,LASV|NGA|2019|IRR_0008|2019-01-20,LASV|NGA|2019|IRR_0008|2019-01-20,,Homo_sapiens,NGA,Edo,Jattu,7.083333,6.283333,7.083333,6.283333,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
676,,LASV|NGA|2019|IRR_0009|2019-01-21,LASV|NGA|2019|IRR_0009|2019-01-21,LASV|NGA|2019|IRR_0009|2019-01-21,LASV|NGA|2019|IRR_0009|2019-01-21,,Homo_sapiens,NGA,Kogi,Ibaji,,,,,,admin-2,,Kafetzopoulou et al. unpublished,Location not found: Ayah Ibaji,,0,0,,
677,,LASV|NGA|2019|IRR_0010|2019-01-22,LASV|NGA|2019|IRR_0010|2019-01-22,LASV|NGA|2019|IRR_0010|2019-01-22,LASV|NGA|2019|IRR_0010|2019-01-22,,Homo_sapiens,NGA,Ondo,Ifon,6.926767,5.773787,6.926767,5.773787,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
678,,LASV|NGA|2019|IRR_0011|2019-01-22,LASV|NGA|2019|IRR_0011|2019-01-22,LASV|NGA|2019|IRR_0011|2019-01-22,LASV|NGA|2019|IRR_0011|2019-01-22,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
679,,,,LASV|NGA|2019|IRR_0013|2019-01-18,LASV|NGA|2019|IRR_0013|2019-01-18,,Homo_sapiens,NGA,Edo,Uromi,6.712259,6.329005,6.712259,6.329005,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
680,,LASV|NGA|2019|IRR_0017|2018-12-31,LASV|NGA|2019|IRR_0017|2018-12-31,LASV|NGA|2019|IRR_0017|2018-12-31,LASV|NGA|2019|IRR_0017|2018-12-31,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
681,,LASV|NGA|2019|IRR_0019|2019-01-08,LASV|NGA|2019|IRR_0019|2019-01-08,LASV|NGA|2019|IRR_0019|2019-01-08,LASV|NGA|2019|IRR_0019|2019-01-08,,Homo_sapiens,NGA,Edo,Uromi,6.712259,6.329005,6.712259,6.329005,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
682,,LASV|NGA|2019|IRR_0020|2019-01-09,LASV|NGA|2019|IRR_0020|2019-01-09,LASV|NGA|2019|IRR_0020|2019-01-09,LASV|NGA|2019|IRR_0020|2019-01-09,,Homo_sapiens,NGA,Ondo,Akoko,7.457113,5.799837,7.457113,5.799837,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
683,,LASV|NGA|2019|IRR_0021|2019-01-18,LASV|NGA|2019|IRR_0021|2019-01-18,LASV|NGA|2019|IRR_0021|2019-01-18,LASV|NGA|2019|IRR_0021|2019-01-18,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
684,,LASV|NGA|2019|IRR_0022|2019-01-25,LASV|NGA|2019|IRR_0022|2019-01-25,LASV|NGA|2019|IRR_0022|2019-01-25,LASV|NGA|2019|IRR_0022|2019-01-25,,Homo_sapiens,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
685,,LASV|NGA|2019|IRR_0023|2019-01-26,LASV|NGA|2019|IRR_0023|2019-01-26,LASV|NGA|2019|IRR_0023|2019-01-26,LASV|NGA|2019|IRR_0023|2019-01-26,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
686,,LASV|NGA|2019|IRR_0024|2019-01-27,LASV|NGA|2019|IRR_0024|2019-01-27,LASV|NGA|2019|IRR_0024|2019-01-27,LASV|NGA|2019|IRR_0024|2019-01-27,,Homo_sapiens,NGA,Edo,Benin,6.333333,5.622222,6.333333,5.622222,,city_Wikipedia,,Kafetzopoulou et al. unpublished,BeninCity?,,0,0,,
687,,LASV|NGA|2019|IRR_0025|2019-02-02,LASV|NGA|2019|IRR_0025|2019-02-02,LASV|NGA|2019|IRR_0025|2019-02-02,LASV|NGA|2019|IRR_0025|2019-02-02,,Homo_sapiens,NGA,Edo,Irrua,6.738429,6.221953,6.738429,6.221953,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
688,,LASV|NGA|2019|IRR_0026|2019-02-02,LASV|NGA|2019|IRR_0026|2019-02-02,LASV|NGA|2019|IRR_0026|2019-02-02,LASV|NGA|2019|IRR_0026|2019-02-02,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
689,,LASV|NGA|2019|IRR_0027|2019-01-05,LASV|NGA|2019|IRR_0027|2019-01-05,LASV|NGA|2019|IRR_0027|2019-01-05,LASV|NGA|2019|IRR_0027|2019-01-05,,Homo_sapiens,NGA,Ondo,Ose,,,,,,admin-2,,Kafetzopoulou et al. unpublished,Location not found: Arinogija,,0,0,,
690,,LASV|NGA|2019|IRR_0028|2019-01-25,LASV|NGA|2019|IRR_0028|2019-01-25,LASV|NGA|2019|IRR_0028|2019-01-25,LASV|NGA|2019|IRR_0028|2019-01-25,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
691,,LASV|NGA|2019|IRR_0029|2019-01-18,LASV|NGA|2019|IRR_0029|2019-01-18,LASV|NGA|2019|IRR_0029|2019-01-18,LASV|NGA|2019|IRR_0029|2019-01-18,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
692,,,,LASV|NGA|2019|IRR_0031|2019-01-08,LASV|NGA|2019|IRR_0031|2019-01-08,,Homo_sapiens,NGA,Edo,Jattu,7.083333,6.283333,7.083333,6.283333,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
693,,,,LASV|NGA|2019|IRR_0032|2019-01-27,LASV|NGA|2019|IRR_0032|2019-01-27,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
694,,,,LASV|NGA|2019|IRR_0039|2019-01-17,LASV|NGA|2019|IRR_0039|2019-01-17,,Homo_sapiens,NGA,Ondo,Isuada,7.229293,5.580561,7.229293,5.580561,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
695,,,,LASV|NGA|2019|IRR_0041|2019-01-24,LASV|NGA|2019|IRR_0041|2019-01-24,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
696,,,,LASV|NGA|2019|IRR_0048|2019-01-08,LASV|NGA|2019|IRR_0048|2019-01-08,,Homo_sapiens,NGA,Edo,Auchi,7.066667,6.266667,7.066667,6.266667,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
697,,LASV|NGA|2019|IRR_0049|2019-01-04,LASV|NGA|2019|IRR_0049|2019-01-04,LASV|NGA|2019|IRR_0049|2019-01-04,LASV|NGA|2019|IRR_0049|2019-01-04,,Homo_sapiens,NGA,Edo,Jattu,7.083333,6.283333,7.083333,6.283333,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
698,,LASV|NGA|2019|IRR_0050|2019-01-16,LASV|NGA|2019|IRR_0050|2019-01-16,LASV|NGA|2019|IRR_0050|2019-01-16,LASV|NGA|2019|IRR_0050|2019-01-16,,Homo_sapiens,NGA,Edo,Jattu,7.083333,6.283333,7.083333,6.283333,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
699,,,,LASV|NGA|2019|IRR_0051|2019-02-02,LASV|NGA|2019|IRR_0051|2019-02-02,,Homo_sapiens,NGA,Edo,Auchi,7.066667,6.266667,7.066667,6.266667,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
700,,,,LASV|NGA|2019|IRR_0052|2019-01-25,LASV|NGA|2019|IRR_0052|2019-01-25,,Homo_sapiens,NGA,Ondo,Akure,7.25,5.195,7.25,5.195,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
701,,LASV|NGA|2019|IRR_0053|2019-01-23,LASV|NGA|2019|IRR_0053|2019-01-23,LASV|NGA|2019|IRR_0053|2019-01-23,LASV|NGA|2019|IRR_0053|2019-01-23,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
702,,,,LASV|NGA|2019|IRR_0054|2019-01-12,LASV|NGA|2019|IRR_0054|2019-01-12,,Homo_sapiens,NGA,Ondo,Ayede Ogbese,7.202272,5.381605,7.202272,5.381605,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
703,,LASV|NGA|2019|IRR_0055|2019-01-24,LASV|NGA|2019|IRR_0055|2019-01-24,LASV|NGA|2019|IRR_0055|2019-01-24,LASV|NGA|2019|IRR_0055|2019-01-24,,Homo_sapiens,NGA,Edo,Jattu,7.083333,6.283333,7.083333,6.283333,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
704,,,,LASV|NGA|2019|IRR_0056|2019-01-07,LASV|NGA|2019|IRR_0056|2019-01-07,,Homo_sapiens,NGA,Ondo,Oka-Akoko,7.456942,5.800781,7.456942,5.800781,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
705,,LASV|NGA|2019|IRR_0057|2019-01-29,LASV|NGA|2019|IRR_0057|2019-01-29,LASV|NGA|2019|IRR_0057|2019-01-29,LASV|NGA|2019|IRR_0057|2019-01-29,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
706,,LASV|NGA|2019|IRR_0058|2019-02-13,LASV|NGA|2019|IRR_0058|2019-02-13,LASV|NGA|2019|IRR_0058|2019-02-13,LASV|NGA|2019|IRR_0058|2019-02-13,,Homo_sapiens,NGA,Kogi,Ibaji,,,,,,admin-2,,Kafetzopoulou et al. unpublished,Location not found: Ibaji,,0,0,,
707,,LASV|NGA|2019|IRR_0059|2019-02-17,LASV|NGA|2019|IRR_0059|2019-02-17,LASV|NGA|2019|IRR_0059|2019-02-17,LASV|NGA|2019|IRR_0059|2019-02-17,,Homo_sapiens,NGA,Edo,Irrua,6.738429,6.221953,6.738429,6.221953,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
708,,LASV|NGA|2019|IRR_0060|2019-02-06,LASV|NGA|2019|IRR_0060|2019-02-06,LASV|NGA|2019|IRR_0060|2019-02-06,LASV|NGA|2019|IRR_0060|2019-02-06,,Homo_sapiens,NGA,Edo,Auchi,7.066667,6.266667,7.066667,6.266667,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
